UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
31031,75983,,3-4-2020,At supermarket they were checking temperatures not a gun Tomorrow starts gendered outings Only men tomorrow then women and so on Sunday everyone home Almost religious,3
31032,75984,Denmark,3-4-2020,It s too soon to know how will impact the industry in the long term Karl Haller from the Consumer Center of Competence has insight for store owners,2
31033,75985,"Rome, Italy",3-4-2020,Prices for #lemons ? and #ginger in #Russia skyrocket due to myths that it will save from the #coronavirus #covid19. #EastFruit: https://t.co/341XIu3VeE,3
31034,75986,https://www.youtube.com/watch?,3-4-2020,World food prices declined sharply in March as every sub index saw prices fall as demand fell amid the ongoing pandemic,1
31035,75987,Bangalore,3-4-2020,Learn how influences  GDP  Food markets  Rural areas  Livestock amp more from s Special Insights Issue   CGIAR CGIAR Current global food stock to use ratios are close to their  normal value  amp higher than in  08 ,4
31036,75988,"Gurgaon, India",3-4-2020,RBI s forward looking surveys show that both consumer confidence and capacity utilisation in the economy were near all time lows even before the lockdowns,3
31037,75989,,3-4-2020,"@MattHancock @GMB @BBCBreakfast why dont they change visitor shops in hospitals to mini supermarkets stocked by the big 4 for NHS staff, so they can do their shopping at the end of shift, normal prices, restocked regularly  #coronavirus #NHS",2
31038,75990,North Wales,3-4-2020,"@asda is it true that you have imported Polish Beef to meet consumer demand? We have great British Beef here, I do hope this is fake news &amp; you are supporting #ukfarmers &amp; #ukagriculture as they are also key workers in the #coronavirus to ensure e",4
31039,75991,"Honolulu, HI",3-4-2020,"Shopping in the #coronavirus era: order online, park outside, worker brings stuff to your car. #BestBuy https://t.co/w0xpnt3tUT",2
31040,75992,"Tarrytown, NY, USA",3-4-2020,"This was my response to hearing that my grocery store was out of bread. #Hoarding #COVID_19 #FoodShortages #humor? @ Tarrytown, New York https://t.co/uSYP9QDYQk",2
31041,75993,SF Bay Area,3-4-2020,Best part about going to the Asian grocery store is EVERYONE is in mask and gloves. Probably the safest place to go grocery shopping right now tbh. Many of us have have been though this before so know what it takes. #COVID?19 #COVID19Pandemic #COVID2019,4
31042,75994,"Wellington City, New Zealand",3-4-2020,"A #COVID2019 NZ supermarket queue thought. I'm seeing more people leave the supermarket than are allowed in, so the four in four out is actually about 5 out then 4 in. So... Isn't this slowly decreasing the amount of active shoppers throughout the day and increasing wait times?",3
31043,75995,on the road 2 million$,3-4-2020,"$KNOS @KronosATI

#convid9 #coronavirus 



Shop now:

https://t.co/zOqpZhgOVM",2
31044,75996,,3-4-2020,We call on all platforms to keep the strong measures in place until the crisis is over 19 Commission Consumer  ,1
31045,75997,"San Francisco, CA",3-4-2020,COVID 19 is affecting just about everything in our daily lives It s important to think about and then address the ways in which it is affecting food insecurity and food waste,1
31046,75998,"North Miami Beach, Florida",3-4-2020,"An apple a day keeps the doctor away. There is likely to be an increase in demand for organic food, vegan, vegetarian and other healthy foods as a result of the pandemic.

.

#pandemic #coronavirus #covid19 #restaurant #crisis #aptito #aptitopos #pos https://t.co/A99WD5I0vC",3
31047,75999,Saudi Arabia,3-4-2020,"#WATCH: As the economic impact of the #UKs lockdown continues to bite due to #coronavirus, food banks in #London are experiencing a surge in demand. More on: https://t.co/PTTLP4n0rS https://t.co/D4wRbOQoSR",1
31048,76000,Saudi Arabia,3-4-2020,#WATCH: Arab News reporter Tarek Ali Ahmad (@Tarek_AliAhmad) reports on the #coronavirus situation in #London on day 10 of the lockdown as people queue at a supermarket in a socially-distant manner. More on: https://t.co/PTTLP4n0rS https://t.co/Urq8u02dUK,2
31049,76001,"Pahrump, NV",3-4-2020,"Note From Area 51 Fireworks About COVID-19!

Unfortunately, fireworks retailers are considered 'non-essential' businesses, retail will be closed until further notice.



Wholesale customers contact store for more info 9am-6pm

775-727-6223

Demo day is postponed until further notice! https://t.co/TvEAM5dOZC",1
31050,76002,"Washington, D.C. ??",3-4-2020,LIVE now labor reporter reporter join us to discuss the strikes this week and the increased demand for food assistance in the US,3
31051,76003,"Washington, D.C. ??",3-4-2020,It's ONLY been a week but... tough start for every big policy to mitigate the coronavirus recession. https://t.co/RqEE7lJrF1,0
31052,76004,banglore,3-4-2020,asks the Centre to publicise its notification fixing prices of masks hand sanitiser and liquid soaps essential to fight pandemic A bench of Justices L Nageswara Rao amp Deepak directs for strict implementation of orders hearing a PIL,3
31053,76005,,3-4-2020,My mom pulled them long hours helping stock shelves of food and now she getting tested for covid 19 so when y all gonna stay home and keep others from going through the same,3
31054,76006,United Kingdom,3-4-2020,#coronavirus: how to shop safely at the supermarket https://t.co/RYNVR3h4dc via @IanAikman,3
31055,76007,Australia,3-4-2020,"Id like to use this time to be super productive during this pandemic, but all I have so far is an online shopping debt and a full fledged alcohol problem #Lockdownaustralia #coronavirus #Isolation",1
31056,76008,Hub City,3-4-2020,You know what s disgusting All these grocery stores raising their prices on milk eggs juice etc Whoever is in charge and or making that decision should be fired and prosecuted Apparently they don t know that price gouging is illegal Fuck them all,0
31057,76009,"Rippey, Iowa",3-4-2020,Now that Im back at home instead of college my mom is seeing all of my online shopping packages come in the mail . She just asked if I was a shopoholic and if I needed an intervention. COVID-19 has entered a whole new level of destruction.,1
31058,76010,kurnool,3-4-2020,World food prices drop as clamps down on demand,1
31059,76011,"Mangalore/Bangalore, India",3-4-2020,"Veggie prices are still high in residential areas of Bangalore during #coronavirus  #lockdown due to lack of access &amp; not supply crunch. Logistics can be solved by deploying some idle BMTC capacity as travelling vegetable stalls.  1/x 

@Tejasvi_Surya",1
31060,76012,"Mumbai, India",3-4-2020,"Day 6 The poor have been severely hit by the coronavirus pandemic.



Volunteers of @bhamlafoundatio doing mask, sanitizer and food distribution and awareness programs #IndiaFightsCorona #coronavirus @deespeak @TheSamirAbbas https://t.co/4wStEOP9Zq",0
31061,76013,? ? ? ? ?C:\India\NewDelhi??,3-4-2020,On lighter note if your doctor is charging exorbitant prices for test,2
31062,76014,"St Paul, MN",3-4-2020,"A landlord in Sandstone cut off his tenants' utilities to force them out of their home while they're sheltering in place w their at-risk 4yo daughter. That's against @GovTimWalz's Exec Order &amp; MN law. I took him to court this afternoon to make him stop.

https://t.co/4QPqtlwvaR",0
31063,76015,"Ocala, FL",3-4-2020,Covid-19 has done nothing good for my online shopping habit but Amazon prime isnt helping much either.,3
31064,76016,Australia,3-4-2020,"We're all playing our part to stop the spread of coronavirus. Keep trips to the supermarket to a minimum, keep 1.5m from others and return home without delay. More info: https://t.co/Lk8MwHq0oZ https://t.co/4ra4721GAO",3
31065,76017,Global,3-4-2020,"?? Putin wants to cut oil production to drive up prices



Furious with MBS for driving down prices



#oil #SaudiArabia #putin #russia #oilwar #coronavirus



https://t.co/EiHXWTsbQE https://t.co/33w4RSOTFk",0
31066,76018,"Washington, DC",3-4-2020,"""#Turkeys inflation slowed for the first time in five months in March, as lower oil prices and a dip in economic activity amid the #coronavirus pandemic more than offset upward pressure from the liras depreciation."" @cagankoc's @economics report:

https://t.co/wJ77yoG5ZL",1
31067,76019,,3-4-2020,"To avoid the prices increase, The government ordered the pharmacies to make the profit margin for sterile 5% as maximum!



This is what all the governments should do! ?????



#COVID?19 #Coronavirus #Emirates https://t.co/EYN41M2OpX",3
31068,76020,"Fort Wayne, Indiana",3-4-2020,"The unprecedented federal response to the #coronavirus means  a check for most Americans - and scammers are already taking advantage of it. 



Read our president/CEO's article in the @SBTribune for #BBBTips to spot and prevent these scams: https://t.co/g6uEJ2uxYT https://t.co/dGBMSfhsJn",1
31069,76021,,3-4-2020,  Thank you to supermarket workers     The rail freight industry is working hard to get essential supplies to supermarkets during the pandemic    Image,3
31070,76022,Greater Manchester / Cheshire,3-4-2020,"A #Coronavirus assessment centre will begin operating in a supermarket car park in Middleton next week.



The 'hot hub' - based at Tesco Extra on Barton Road - will provide face-to-face appointments for those who are believed to be carrying the virus. https://t.co/oi9EdbjnCx",2
31071,76023,Scotland,3-4-2020,"A first-hand account of what it's like working in a supermarket during the #coronavirus pandemic.



Via @bbcthesocial https://t.co/ozEirZcjbW",4
31072,76024,,3-4-2020,During this health emergency retail grocery and drug stores remain open and their employees have become front line responders We must do everything we can as a County to protect these workers,2
31073,76025,"Washington, D.C.",3-4-2020,Most people should see a tremendous drop in with in 48 hours The is partnering with the to issue warning letters double down on enforcement and crush Read more,0
31074,76026,Britain & Israel,3-4-2020,@simeonkerr and @TomStub in @FT report that #Qatar is preparing to issue a $5bn bond to support state finances strained by the impact of #coronavirus and depressed hydrocarbon prices. https://t.co/ylaPAHc2Uy,1
31075,76027,"Iran , uni. honar haye tazini.",3-4-2020,Even during people must venture outside for essential goods This supermarket in Yazd helpfully drew equidistant circles to help facilitate safe distances to avoid spreading virus Simple yet inventive measure to help keep ppl safe,4
